index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
2982,443,6,6124166,10,12,646,3485,322,0,64.6,114.0333285,1432,0,290.4166667,476.4526989,674.5408273,3.592325878,291626.9524,1307888.998,5999475,0,6124166,680462.8889,1994740.262,5999618,757,6112605,555691.3636,1805621.197,5999500,0,0,0,0,0,212,252,1.632875399,1.959450479,0,1432,179.6086957,364.6904963,132999.1581,0,0,1,1,0,0,0,1,1,187.7727273,64.6,290.4166667,0,0,0,0,0,0,10,646,12,3485,8192,66,3,20,124548.0,0.0,124548,124548,5999475.0,0.0,5999475,5999475
2991,3389,6,10989699,5,3,110,1880,110,0,22.0,49.1934955,1880,0,626.6666667,1085.418506,181.0786628,0.727954424,1569957.0,2681926.966,5989358,57,11000000,2747424.75,3173730.024,5989358,329,6016126,3008063.0,4245600.636,6010156,5970,0,0,0,0,112,72,0.454971515,0.272982909,0,1880,221.1111111,623.1461394,388311.1111,0,0,1,1,0,0,0,1,0,248.75,22.0,626.6666667,0,0,0,0,0,0,5,110,3,1880,8192,63890,1,20,329.0,0.0,329,329,5989358.0,0.0,5989358,5989358
3010,443,6,20782327,8,7,738,3695,386,0,92.25,142.6832156,1460,0,527.8571429,675.6193279,213.3062385,0.721767105,1484451.929,5482558.782,20500000,0,20800000,2968903.857,7781619.314,20600000,62,20700000,3456165.5,8365888.812,20500000,0,0,0,0,0,172,152,0.384942456,0.336824649,0,1460,277.0625,494.7439026,244771.5292,0,0,1,1,0,0,0,1,0,295.5333333,92.25,527.8571429,0,0,0,0,0,0,8,738,7,3695,8192,7485,4,20,249085.0,0.0,249085,249085,20500000.0,0.0,20500000,20500000
3020,443,6,6130872,11,12,2007,4422,1078,0,182.4545455,315.1229486,1460,0,368.5,539.8000472,1048.62734,3.751505495,278676.0,1243754.51,5846483,1,284388,28438.8,29925.58759,80751,31,6083727,553066.0909,1766216.982,5877920,1,0,0,0,0,232,252,1.79419828,1.957307215,0,1460,267.875,440.9364849,194424.9837,0,0,1,1,0,0,0,1,1,279.5217391,182.4545455,368.5,0,0,0,0,0,0,11,2007,12,4422,8192,8003,6,20,284388.0,0.0,284388,284388,5846483.0,0.0,5846483,5846483
3027,0,0,108222900,60,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.554411312,1834286.441,2412354.426,16200000,6702,108000000,1834286.441,2412354.426,16200000,6702,0,0.0,0.0,0,0,0,0,0,0,0,0,0.554411312,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,60,0,0,0,-1,-1,0,0,36900000.0,36600000.0,62700000,11000000,9885355.333,5493073.897,16200000,5968904
3029,443,6,20846105,6,8,676,3695,387,0,112.6666667,155.3520733,1460,0,461.875,652.749446,209.6794581,0.67158829,1603546.538,5715579.48,20600000,1,146199,29239.8,26017.88161,49215,364,20800000,2971341.571,7785005.889,20600000,1,0,0,0,0,132,172,0.287823553,0.383764737,0,1460,291.4,507.9598972,258023.2571,0,0,1,1,0,0,0,1,1,312.2142857,112.6666667,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,219907.0,0.0,219907,219907,20600000.0,0.0,20600000,20600000
3103,52477,6,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,70,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
3146,0,0,103209437,59,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.571653152,1779473.052,2362854.44,16800000,531216,103000000,1779473.052,2362854.44,16800000,531216,0,0.0,0.0,0,0,0,0,0,0,0,0,0.571653152,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,59,0,0,0,-1,-1,0,0,37700000.0,33900000.0,61700000,13700000,11600000.0,7465128.522,16800000,6286328
3156,443,6,20971010,6,8,675,3695,386,0,112.5,154.9990323,1460,0,461.875,652.749446,208.3829057,0.667588256,1613154.615,5750529.647,20800000,1,146232,29246.4,26012.61038,49046,388,20900000,2989176.714,7832671.283,20800000,1,0,0,0,0,132,172,0.286109253,0.381479004,0,1460,291.3333333,507.9465195,258009.6667,0,0,1,1,0,0,0,1,1,312.1428571,112.5,461.875,0,0,0,0,0,0,6,675,8,3695,8192,7517,3,20,218956.0,0.0,218956,218956,20800000.0,0.0,20800000,20800000
3158,443,6,6706024,11,12,2008,4436,1078,0,182.5454545,315.1251699,1460,0,369.6666667,539.4206207,960.9270709,3.429752115,304819.2727,1368939.902,6433204,0,272630,27263.0,28484.24092,74097,46,6659333,605393.9091,1942016.222,6460358,0,0,0,0,0,232,252,1.640316229,1.789435886,0,1460,268.5,440.845926,194345.1304,0,0,1,1,0,0,0,1,1,280.173913,182.5454545,369.6666667,0,0,0,0,0,0,11,2008,12,4436,8192,8002,6,20,272630.0,0.0,272630,272630,6433204.0,0.0,6433204,6433204
