index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
2986,445,6,5992082,4,2,168,133,168,0,42.0,84.0,133,0,66.5,94.0452019,50.23295743,1.00132141,1198416.4,2678186.621,5989302,38,5992082,1997360.667,3457122.768,5989302,328,5989792,5989792.0,0.0,5989792,5989792,0,0,0,0,92,52,0.667547607,0.333773803,0,168,43.0,74.12826721,5495.0,0,0,1,1,0,0,0,1,0,50.16666667,42.0,66.5,0,0,0,0,0,0,4,168,2,133,8192,2240,1,20,328.0,0.0,328,328,5989302.0,0.0,5989302,5989302
2989,135,6,5999651,3,2,32,0,32,0,10.66666667,18.47520861,0,0,0.0,0.0,5.333643574,0.833381808,1499912.75,2999054.203,5998494,37,5999576,2999788.0,4240810.695,5998494,1082,5999614,5999614.0,0.0,5999614,5999614,0,0,0,0,72,52,0.500029085,0.333352723,0,32,5.333333333,13.06394529,170.6666667,0,0,1,1,0,0,0,1,0,6.4,10.66666667,0.0,0,0,0,0,0,0,3,32,2,0,8192,2240,1,20,1082.0,0.0,1082,1082,5998494.0,0.0,5998494,5998494
3034,443,6,116451964,29,58,1783,49283,657,0,61.48275862,154.9266233,1380,0,849.7068966,643.4779951,438.5155754,0.74708916,1354092.605,3373739.22,10000000,0,116000000,4158998.714,4896576.955,10100000,14,112000000,1956914.561,3986480.156,10100000,0,0,0,0,0,592,1168,0.24902972,0.49805944,0,1380,580.2954545,648.8368755,420989.291,0,0,1,1,0,0,0,1,2,586.9655172,61.48275862,849.7068966,0,0,0,0,0,0,29,1783,58,49283,8192,5881,17,20,135816.0909,346947.9569,1181182,26498,10000000.0,1436.730037,10000000,10000000
3036,443,6,115409024,23,24,1729,10404,741,0,75.17391304,198.3414531,1460,0,433.5,617.6999412,105.1304272,0.407247184,2508891.826,4309494.652,10000000,1,115000000,5245864.727,4986643.703,10000000,20,110000000,4798325.522,5107136.082,10000000,1,0,0,0,0,472,624,0.199291175,0.207956009,0,1460,252.7708333,488.4720092,238604.9038,0,0,1,1,0,0,0,1,1,258.1489362,75.17391304,433.5,0,0,0,0,0,0,23,1729,24,10404,8192,1039,16,20,31472.0,70615.59568,255704,10715,9585945.0,1432832.593,10000000,5036332
3039,443,6,115410487,38,106,2305,128271,707,0,60.65789474,178.4629989,1460,0,1210.103774,512.6723994,1131.404982,1.247720235,807066.3427,2696737.024,10000000,0,115000000,3119202.351,4619288.263,10000000,14,110000000,1051665.305,3081249.797,10000000,0,0,0,0,0,772,2264,0.329259507,0.918460729,0,1460,900.5241379,679.8185837,462153.3067,0,0,1,1,0,0,0,1,2,906.7777778,60.65789474,1210.103774,0,0,0,0,0,0,38,2305,106,128271,8192,1079,17,20,33801.54545,75327.37706,260920,10744,10000000.0,2060.71387,10000000,10000000
3041,443,6,115411450,33,80,2860,90908,628,0,86.66666667,206.6578795,1460,0,1136.35,583.2461343,812.4670472,0.979105626,1030459.375,3011846.398,10000000,0,115000000,3606607.813,4792526.002,10000000,13,110000000,1397992.911,3488781.093,10000000,0,0,0,0,0,672,1744,0.285933501,0.693172125,0,1460,822.5263158,695.5298001,483761.7028,0,0,1,1,0,0,0,1,2,829.8053097,86.66666667,1136.35,0,0,0,0,0,0,33,2860,80,90908,8192,1103,18,20,34551.0,76142.07372,264066,10718,10000000.0,3095.208341,10000000,10000000
3049,443,6,117246727,33,77,2629,75350,833,0,79.66666667,223.0248958,1330,0,978.5714286,569.2519891,665.0846637,0.938192501,1075658.046,3041194.632,10000000,0,117000000,3663960.219,4786764.019,10100000,15,112000000,1478765.671,3561951.495,10100000,0,0,0,0,0,672,1544,0.28145775,0.65673475,0,1330,702.5135135,642.3169547,412571.0703,0,0,1,1,0,0,0,1,2,708.9,79.66666667,978.5714286,0,0,0,0,0,0,33,2629,77,75350,8192,40958,17,20,209564.0909,459942.4456,1596342,70458,10000000.0,1481.317325,10000000,10000000
3054,80,6,116482390,18,15,875,1412,432,0,48.61111111,139.4789206,706,0,94.13333333,248.4172373,19.63386912,0.283304627,3640074.688,4766756.857,10000000,14,116000000,6851905.294,4560348.101,10000000,151,111000000,7942889.071,4126110.303,10000000,11739,0,0,0,0,372,444,0.154529796,0.12877483,0,706,67.26470588,191.9830025,36857.47326,0,0,1,1,0,0,0,1,0,69.3030303,48.61111111,94.13333333,0,0,0,0,0,0,18,875,15,1412,8192,176,13,20,110237.0,326466.4876,1094570,11454,9998926.727,15271.27422,10000000,9952893
3056,443,6,116165342,21,20,800,642,470,0,38.0952381,111.8404689,461,0,32.1,103.9984312,12.41334098,0.352945201,2904133.55,4513455.751,10000000,1,116000000,5808267.1,4918538.08,10000000,12,110000000,5815411.158,5059905.588,10000000,1,0,0,0,0,432,408,0.18077681,0.172168391,0,470,34.33333333,105.6038771,11152.17886,0,0,1,1,0,0,0,1,0,35.17073171,38.0952381,32.1,0,0,0,0,0,0,21,800,20,642,8192,5138,15,20,43067.83333,108268.1785,386862,11348,9637376.333,1252360.634,10000000,5660866
3068,443,6,10114493,11,12,2008,4434,1078,0,182.5454545,315.1251699,1460,0,369.5,539.481148,636.9078509,2.273964696,459749.6818,2093574.543,9832681,0,281577,28157.7,29316.29276,76312,51,10100000,914961.7273,2967411.914,9861751,0,0,0,0,0,232,252,1.087548333,1.186416363,0,1460,268.4166667,440.8614015,194358.7754,0,0,1,1,0,0,0,1,1,280.0869565,182.5454545,369.5,0,0,0,0,0,0,11,2008,12,4434,8192,7856,6,20,281577.0,0.0,281577,281577,9832681.0,0.0,9832681,9832681
3091,443,6,116507094,14,18,873,10929,234,0,62.35714286,85.77036169,1460,0,607.1666667,676.9420212,101.2985527,0.274661387,3758293.355,14500000.0,58300000,0,117000000,8962084.154,21800000.0,58300000,28,116000000,6848746.529,19300000.0,58300000,0,0,0,0,0,292,372,0.120164357,0.15449703,0,1460,357.6363636,568.8593751,323600.9886,0,0,1,1,0,0,0,1,1,368.8125,62.35714286,607.1666667,0,0,0,0,0,0,14,873,18,10929,8192,127,7,20,103163.0,35756.97571,128447,77879,58100000.0,203846.1571,58300000,58000000
3108,443,6,118369914,30,35,3689,5486,452,0,122.9666667,161.2835334,1430,0,156.7428571,332.8240431,77.51125003,0.549126022,1849529.906,10200000.0,58900000,0,118000000,4081721.172,15100000.0,58900000,140,118000000,3476875.059,14000000.0,59100000,0,0,0,0,0,612,712,0.253442779,0.295683243,0,1430,139.0151515,264.8265901,70133.12284,0,0,1,1,0,0,0,1,1,141.1538462,122.9666667,156.7428571,0,0,0,0,0,0,30,3689,35,5486,8192,209,17,20,638901.5,682883.4242,1121773,156030,58500000.0,617524.1302,58900000,58000000
3109,443,6,116619496,23,27,1758,5184,366,0,76.43478261,101.4843589,1430,0,192.0,336.6843991,59.52692507,0.428744779,2379989.714,11600000.0,58300000,0,117000000,5300886.182,17100000.0,58300000,27,117000000,4482349.808,15800000.0,58300000,0,0,0,0,0,472,552,0.197222598,0.23152218,0,1430,136.1176471,259.1762834,67172.34588,0,0,1,1,0,0,0,1,1,138.84,76.43478261,192.0,0,0,0,0,0,0,23,1758,27,5184,8192,197,12,20,155051.0,109147.5885,232230,77872,58100000.0,209964.045,58300000,58000000
3181,443,6,13803722,6,8,708,3695,387,0,118.0,159.2846509,1460,0,461.875,652.749446,318.971941,1.014219208,1061824.769,3759679.64,13600000,1,144972,28994.4,25744.14945,48664,276,13800000,1965321.429,5119246.973,13600000,1,0,0,0,0,132,172,0.434665375,0.579553833,0,1460,293.5333333,507.5976847,257655.4095,0,0,1,1,0,0,0,1,1,314.5,118.0,461.875,0,0,0,0,0,0,6,708,8,3695,8192,7484,3,20,229092.0,0.0,229092,229092,13600000.0,0.0,13600000,13600000
